customer_id,signup_date,first_order_date,last_order_date,age,gender,city,plan,device,payment_method,num_orders,total_spend,support_tickets,email_opt_in,is_churned
CUST00051,2023-07-14,2024-01-26,2024-02-25,56.0,M,Bhopal,Basic,Desktop,UPI,2,53.84,1,0,0
CUST00052,2021-08-25,2022-11-16,2023-08-17,24.0,M,Bengaluru,Standard,Mobile,NetBanking,4,73.84,1,0,0
CUST00053,2022-03-19,2023-03-12,2023-06-26,29.0,M,Delhi,Basic,Desktop,Card,4,64.9,0,1,0
CUST00054,2022-07-22,2022-12-18,2023-06-07,,F,Bengaluru,Standard,Desktop,NetBanking,3,72.84,1,0,0
CUST00055,2022-08-29,2023-12-28,2023-12-28,47.0,M,Delhi,Basic,Mobile,Wallet,1,10.61,1,1,0
CUST00056,2021-02-23,2021-08-04,2024-03-10,41.0,F,Pune,Basic,Tablet,UPI,2,61.21,3,1,0
CUST00057,2022-10-27,2022-11-25,2023-12-04,37.0,M,Delhi,Standard,Mobile,NetBanking,4,78.91,0,1,0
CUST00058,2021-07-07,2024-04-14,2024-04-14,40.0,M,,Premium,Mobile,UPI,1,43.75,0,1,0
CUST00059,2023-06-23,2024-01-20,2024-06-06,20.0,M,Delhi,Basic,Desktop,NetBanking,4,169.15,2,0,0
CUST00060,2023-04-11,,,,M,Bengaluru,Premium,Mobile,Wallet,0,0.0,0,1,1
CUST00061,2024-01-27,2024-02-20,2024-06-10,56.0,F,Hyderabad,Standard,Desktop,NetBanking,3,126.43,1,1,0
CUST00062,2023-06-25,2023-10-15,2024-05-25,22.0,F,Mumbai,Basic,Mobile,Card,3,40.2,2,1,0
CUST00063,2022-03-22,2022-03-26,2024-06-28,29.0,F,Mumbai,Standard,Tablet,Card,7,252.08,0,1,0
CUST00064,2024-03-22,2024-04-18,2024-06-06,33.0,M,Delhi,Standard,Mobile,UPI,4,81.12,1,0,0
CUST00065,2022-05-15,2022-08-24,2024-03-18,,M,Mumbai,Standard,Mobile,UPI,3,137.29,1,1,0
CUST00066,2022-02-01,2023-04-04,2023-04-23,60.0,F,Pune,Basic,Tablet,Card,2,68.49,0,1,0
CUST00067,2024-01-07,2024-01-25,2024-06-07,27.0,M,Jaipur,Standard,Desktop,UPI,15,318.69,0,1,0
CUST00068,2022-03-27,2022-05-10,2022-05-10,24.0,F,Bengaluru,Standard,Desktop,Card,1,16.75,0,1,0
CUST00069,2021-04-03,2023-04-13,2023-10-31,47.0,F,Hyderabad,Standard,Mobile,NetBanking,2,22.82,2,0,0
CUST00070,2022-07-25,2023-01-13,2023-04-28,30.0,M,Chennai,Standard,Desktop,UPI,2,146.13,0,1,0
CUST00071,2023-08-26,2023-09-02,2024-05-26,47.0,F,Mumbai,Basic,Mobile,Card,5,128.04,1,1,0
CUST00072,2021-08-19,2021-11-20,2024-02-17,36.0,M,Bengaluru,Basic,Mobile,Card,6,238.97,0,0,0
CUST00073,2022-07-17,2022-08-27,2024-05-21,44.0,F,Coimbatore,Standard,Mobile,NetBanking,3,141.53,1,1,0
CUST00074,2021-06-07,2023-07-03,2023-07-03,19.0,M,Delhi,Basic,Mobile,Card,1,14.09,0,1,0
CUST00075,2023-04-15,2023-05-10,2024-06-12,43.0,F,Mumbai,Standard,Mobile,UPI,6,415.92,0,1,0
CUST00076,2022-08-02,2022-08-28,2023-10-05,41.0,Other,Delhi,Basic,Desktop,NetBanking,4,151.21,0,0,0
CUST00077,2022-02-06,2022-10-14,2023-07-31,,M,Hyderabad,Standard,Mobile,NetBanking,3,297.56,0,0,0
CUST00078,2021-10-03,2021-12-28,2024-03-17,23.0,F,Jaipur,Basic,Mobile,Card,9,297.95,0,1,0
CUST00079,2022-11-18,2023-01-01,2024-02-29,41.0,M,Bengaluru,Standard,Desktop,UPI,3,81.69,0,0,0
CUST00080,2023-03-26,2023-03-30,2024-06-28,47.0,F,Bengaluru,Basic,Mobile,NetBanking,8,217.24,1,1,0
CUST00081,2024-02-18,2024-03-15,2024-03-15,32.0,F,Bengaluru,Premium,Mobile,Card,1,20.42,1,1,0
CUST00082,2022-06-16,2023-05-09,2024-04-11,32.0,Other,Kolkata,Standard,Mobile,UPI,3,268.13,0,0,0
CUST00083,2021-07-15,,,48.0,,Bengaluru,Basic,Mobile,Wallet,0,0.0,0,1,0
CUST00084,2023-10-10,2024-01-16,2024-04-29,59.0,,Delhi,Basic,Desktop,Card,6,272.91,1,1,0
CUST00085,2023-02-05,2023-04-17,2023-09-13,,M,Mumbai,Standard,Mobile,Card,3,84.69,0,1,0
CUST00086,2023-05-02,2023-05-02,2023-07-10,41.0,F,Mumbai,Basic,Mobile,Card,3,123.88,1,1,1
CUST00087,2021-04-29,,,35.0,M,Visakhapatnam,Standard,Mobile,Card,0,0.0,1,1,1
CUST00088,2022-01-15,,,38.0,M,Hyderabad,Standard,Mobile,Card,0,0.0,1,0,0
CUST00089,2023-07-23,2023-08-27,2024-06-28,22.0,F,Mumbai,Standard,Mobile,Card,12,354.16,0,1,0
CUST00090,2023-10-10,2024-02-27,2024-05-04,36.0,F,Bhopal,Basic,Mobile,UPI,4,153.08,0,0,0
CUST00091,2022-06-14,2022-08-16,2024-06-13,51.0,F,Kochi,Basic,Mobile,NetBanking,11,532.05,1,1,0
CUST00092,2023-09-06,2023-10-30,2024-05-23,38.0,M,Delhi,Basic,Desktop,NetBanking,3,48.2,0,0,0
CUST00093,2023-10-21,2024-05-17,2024-05-17,30.0,M,Delhi,Basic,Mobile,Wallet,1,47.87,0,1,0
CUST00094,2022-04-17,2024-06-14,2024-06-14,29.0,M,Coimbatore,Standard,Mobile,Wallet,1,30.84,0,1,0
CUST00095,2023-12-29,,,38.0,F,Mumbai,Standard,Desktop,Card,0,0.0,0,1,1
CUST00096,2021-12-17,2022-04-27,2024-04-12,23.0,M,Delhi,Basic,Mobile,UPI,8,243.47,0,0,0
CUST00097,2021-10-19,2022-08-22,2024-03-09,27.0,M,Bengaluru,Basic,Mobile,Wallet,3,146.61,1,1,0
CUST00098,2023-04-10,2024-01-02,2024-03-02,56.0,Other,Pune,Standard,Tablet,NetBanking,2,44.39,2,0,0
CUST00099,2023-02-14,2023-02-20,2024-06-20,26.0,F,Bengaluru,Premium,Mobile,UPI,12,459.04,1,1,0
CUST00100,2021-06-19,2021-12-06,2024-05-05,28.0,M,Bengaluru,Basic,Desktop,UPI,5,198.69,0,1,0
CUST00101,2023-10-10,2023-10-25,2024-03-11,41.0,F,Pune,Basic,Desktop,NetBanking,2,37.62,0,0,0
CUST00102,2021-09-01,2021-12-22,2023-09-17,33.0,M,Kolkata,Basic,Mobile,UPI,8,159.5,0,1,1
CUST00103,2023-09-06,,,39.0,F,Mumbai,Basic,Mobile,Wallet,0,0.0,0,1,0
CUST00104,2021-01-09,2021-02-03,2024-04-22,48.0,M,Mumbai,Standard,Mobile,NetBanking,6,144.45,0,1,1
CUST00105,2023-08-27,2023-10-04,2024-02-26,19.0,M,Chennai,Standard,Mobile,UPI,4,106.27,0,0,0
CUST00106,2023-08-15,2023-10-15,2024-06-16,47.0,F,Delhi,Standard,Mobile,Card,3,76.34,2,1,0
CUST00107,2023-08-07,2024-01-08,2024-04-24,31.0,F,Chennai,Premium,Tablet,NetBanking,3,83.7,0,1,0
CUST00108,2023-03-20,2023-04-16,2023-08-06,35.0,M,Mumbai,Basic,Mobile,Wallet,2,125.32,3,0,0
CUST00109,2022-07-28,,,61.0,F,Kolkata,Basic,Desktop,Card,0,0.0,0,1,1
CUST00110,2023-05-08,2023-07-16,2023-07-16,21.0,M,Delhi,Basic,Mobile,NetBanking,1,14.21,1,1,0
CUST00111,2021-12-03,2023-07-12,2024-06-04,45.0,M,Delhi,Standard,Desktop,Card,2,34.65,1,0,0
CUST00112,2023-08-08,2023-08-15,2024-05-05,52.0,M,Mumbai,Basic,Mobile,NetBanking,5,245.0,0,1,0
CUST00113,2022-11-07,2022-11-28,2023-11-15,30.0,F,Delhi,Basic,Mobile,Wallet,3,136.58,2,1,1
CUST00114,2022-07-13,2022-08-14,2024-02-06,30.0,F,Hyderabad,Basic,Mobile,Card,3,81.46,0,1,0
CUST00115,2022-09-07,2022-09-16,2024-05-03,34.0,M,Hyderabad,Premium,Mobile,Wallet,2,76.67,0,1,0
CUST00116,2022-11-23,2022-12-20,2024-03-27,30.0,F,Kolkata,Basic,Desktop,Card,9,248.11,0,1,0
CUST00117,2021-02-15,2024-05-16,2024-05-16,39.0,F,Chennai,Basic,Desktop,NetBanking,1,46.63,1,0,0
CUST00118,2021-06-19,2021-11-26,2021-11-28,49.0,M,Bengaluru,Basic,Mobile,UPI,2,55.09,0,1,1
CUST00119,2021-10-26,2023-01-13,2023-12-12,34.0,M,Kolkata,Basic,Mobile,UPI,3,141.04,0,1,0
CUST00120,2021-05-20,2021-07-04,2023-07-22,49.0,M,Mumbai,Standard,Desktop,NetBanking,3,68.67,0,1,0
CUST00121,2022-06-19,2022-07-01,2024-06-26,55.0,F,Chennai,Standard,Mobile,Card,7,248.97,0,1,0
CUST00122,2023-03-24,2023-06-25,2024-04-11,43.0,F,Hyderabad,Standard,Desktop,UPI,5,220.92,2,1,0
CUST00123,2023-03-07,2023-09-17,2024-05-25,44.0,M,Delhi,Standard,Mobile,UPI,3,41.51,0,0,0
CUST00124,2022-07-27,2022-11-04,2024-06-17,31.0,M,Chennai,Basic,Mobile,Card,2,49.25,1,0,0
CUST00125,2023-11-06,2024-01-14,2024-06-01,18.0,F,Lucknow,Premium,Mobile,Card,4,175.72,1,1,0
CUST00126,2022-11-19,2023-05-12,2023-05-12,45.0,M,Bengaluru,Standard,Mobile,UPI,1,212.11,0,1,0
CUST00127,2021-04-07,,,48.0,F,Chennai,Premium,Desktop,Card,0,0.0,0,1,1
CUST00128,2023-07-20,2023-07-25,2024-06-28,41.0,M,Bengaluru,Basic,Mobile,UPI,6,423.85,0,1,0
CUST00129,2022-11-30,2023-01-08,2023-10-12,49.0,M,Bengaluru,Basic,Tablet,UPI,4,139.44,0,1,0
CUST00130,2023-02-11,2024-03-16,2024-03-16,31.0,M,Delhi,Standard,Mobile,Card,1,22.08,0,1,0
CUST00131,2022-11-19,2023-03-24,2024-05-23,44.0,F,Delhi,Premium,Desktop,Card,11,303.87,0,1,0
CUST00132,2022-11-05,2022-12-30,2024-05-12,56.0,M,Delhi,Premium,Desktop,Card,3,62.61,1,0,0
CUST00133,2021-04-21,2021-08-11,2024-01-29,46.0,M,Pune,Basic,Mobile,Card,3,68.33,0,0,0
CUST00134,2022-11-11,2023-05-16,2024-01-28,54.0,M,Delhi,Basic,Desktop,UPI,2,38.43,0,1,0
CUST00135,2023-08-25,,,54.0,F,Hyderabad,Premium,Mobile,Card,0,0.0,0,0,1
CUST00136,2022-01-05,2023-04-22,2024-02-24,23.0,,Delhi,Basic,Mobile,NetBanking,2,57.26,0,1,0
CUST00137,2023-01-04,2023-02-11,2024-06-23,,F,Delhi,Standard,Mobile,Card,6,148.15,0,1,0
CUST00138,2021-02-07,2022-10-23,2022-10-23,30.0,F,Hyderabad,Premium,Mobile,Card,1,51.89,1,1,1
CUST00139,2022-02-27,2024-03-14,2024-03-14,,M,Hyderabad,Basic,Mobile,Wallet,1,39.84,0,0,0
CUST00140,2022-06-16,,,35.0,M,Hyderabad,Basic,Mobile,Card,0,0.0,0,0,1
CUST00141,2024-04-10,,,59.0,M,Chennai,Basic,Tablet,UPI,0,0.0,0,0,0
CUST00142,2021-09-18,,,31.0,M,Chennai,Basic,Desktop,Card,0,0.0,2,1,1
CUST00143,2021-12-03,2021-12-05,2021-12-05,18.0,F,Delhi,Standard,Desktop,NetBanking,1,20.79,0,1,0
CUST00144,2022-05-12,2022-06-14,2024-06-01,21.0,F,Mumbai,Premium,Desktop,Card,11,556.47,1,1,0
CUST00145,2024-04-22,2024-05-10,2024-06-14,44.0,Other,Delhi,Standard,Desktop,Card,3,128.94,1,0,0
CUST00146,2023-11-04,,,29.0,F,Bengaluru,Basic,Desktop,UPI,0,0.0,0,0,1
CUST00147,2021-02-12,2022-02-05,2024-06-14,18.0,F,Delhi,Standard,Mobile,Card,3,107.86,1,1,0
CUST00148,2021-10-12,,,21.0,Other,Bengaluru,Basic,Desktop,NetBanking,0,0.0,0,0,1
CUST00149,2023-09-27,2023-12-27,2024-06-15,40.0,M,Mumbai,Basic,Mobile,NetBanking,3,177.42,1,1,0
CUST00150,2021-03-12,2021-06-22,2024-04-24,47.0,M,Bengaluru,Standard,Mobile,Wallet,6,295.15,0,0,0
CUST00151,2023-11-07,2024-01-08,2024-06-11,33.0,F,Bengaluru,Standard,Mobile,Card,2,43.49,0,1,0
CUST00152,2021-12-09,2022-06-03,2023-08-16,46.0,F,Coimbatore,Basic,Mobile,UPI,2,46.78,0,1,0
CUST00153,2024-01-21,2024-04-25,2024-04-25,49.0,F,Jaipur,Basic,Mobile,Card,1,42.12,1,1,0
CUST00154,2021-12-24,2022-06-07,2024-03-06,29.0,F,Kochi,Premium,Tablet,Card,2,119.23,1,1,0
CUST00155,2022-06-13,2022-07-20,2024-05-12,37.0,F,Chennai,Standard,Mobile,Card,5,150.24,1,1,0
CUST00156,2023-03-16,,,31.0,M,Coimbatore,Basic,Mobile,UPI,0,0.0,0,0,1
CUST00157,2021-06-03,,,44.0,F,Delhi,Premium,Tablet,UPI,0,0.0,0,0,1
CUST00158,2022-11-09,2022-12-27,2024-06-27,31.0,M,Hyderabad,Basic,Tablet,Wallet,9,271.9,0,1,0
CUST00159,2022-09-07,2023-08-09,2024-05-06,23.0,M,Pune,Basic,Desktop,UPI,3,87.84,0,1,0
CUST00160,2023-08-12,2024-02-16,2024-06-20,39.0,M,Bengaluru,Basic,Mobile,Card,2,52.08,1,1,0
CUST00161,2024-04-26,,,51.0,F,Delhi,Basic,Mobile,Card,0,0.0,0,0,0
CUST00162,2023-03-19,2024-03-26,2024-03-26,44.0,M,Chennai,Basic,Desktop,UPI,1,29.98,2,1,0
CUST00163,2022-05-13,2022-06-26,2023-11-23,50.0,M,Coimbatore,Basic,Mobile,UPI,7,363.57,0,1,0
CUST00164,2022-05-10,2023-12-03,2023-12-03,49.0,F,Hyderabad,Standard,Mobile,Card,1,17.63,1,0,1
CUST00165,2022-05-24,2022-09-15,2023-11-05,39.0,F,Delhi,Basic,Mobile,UPI,2,45.71,0,0,0
CUST00166,2023-09-17,2024-04-10,2024-04-10,31.0,M,Mumbai,Basic,Desktop,Wallet,1,17.7,1,1,0
CUST00167,2022-01-26,2022-02-21,2024-02-28,,F,Mumbai,Standard,Mobile,Card,9,282.12,0,1,0
CUST00168,2021-07-23,2022-06-25,2024-01-08,19.0,F,Pune,Basic,Desktop,Wallet,2,135.77,0,0,0
CUST00169,2022-02-11,2022-04-17,2024-06-04,52.0,F,Hyderabad,Standard,Desktop,NetBanking,5,99.08,2,0,1
CUST00170,2021-01-28,,,34.0,F,Delhi,Basic,Tablet,NetBanking,0,0.0,0,1,1
CUST00171,2021-05-10,,,,F,Kolkata,Standard,Mobile,Card,0,0.0,0,0,0
CUST00172,2021-04-20,2021-08-22,2023-05-11,53.0,F,Bengaluru,Premium,Mobile,Card,3,65.72,1,1,0
CUST00173,2023-07-28,,,39.0,M,Pune,Basic,Desktop,UPI,0,0.0,2,0,1
CUST00174,2023-05-29,,,50.0,M,Kolkata,Standard,Tablet,Card,0,0.0,0,1,1
CUST00175,2023-04-28,2023-08-19,2023-12-04,35.0,M,Pune,Standard,Mobile,Card,3,125.54,0,0,0
CUST00176,2022-07-16,2022-11-05,2024-03-27,28.0,F,Coimbatore,Standard,Mobile,UPI,2,100.28,0,0,0
CUST00177,2023-05-22,2023-06-18,2024-05-23,,F,Indore,Basic,Desktop,UPI,8,343.78,1,1,0
CUST00178,2021-07-16,2021-10-13,2024-03-08,44.0,M,Mumbai,Basic,Desktop,Card,6,173.58,1,0,0
CUST00179,2024-01-01,2024-05-20,2024-05-23,,F,Bengaluru,Standard,Mobile,Card,2,99.61,0,0,0
CUST00180,2022-09-02,,,54.0,M,Kochi,Basic,Mobile,Wallet,0,0.0,0,1,1
CUST00181,2024-02-15,,,49.0,F,Chennai,Standard,Mobile,UPI,0,0.0,2,1,0
CUST00182,2021-07-05,2022-02-08,2024-05-03,45.0,F,Bengaluru,Basic,Mobile,Card,4,157.82,1,1,0
CUST00183,2022-08-28,,,25.0,F,Kolkata,Basic,Mobile,NetBanking,0,0.0,0,0,0
CUST00184,2023-04-27,,,23.0,Other,Chennai,Basic,Desktop,Wallet,0,0.0,0,1,1
CUST00185,2022-08-26,2023-03-28,2024-03-02,52.0,,Bengaluru,Basic,Mobile,UPI,2,83.9,0,0,0
CUST00186,2022-06-27,2022-08-26,2024-01-15,18.0,F,Delhi,Standard,Mobile,Card,9,349.11,1,1,0
CUST00187,2021-07-22,2022-02-05,2024-04-27,37.0,F,Kolkata,Basic,Mobile,UPI,5,200.05,2,1,1
CUST00188,2022-04-09,2024-02-24,2024-02-24,40.0,F,Kolkata,Standard,Mobile,UPI,1,4.8,1,0,0
CUST00189,2021-10-18,2021-10-27,2023-10-22,32.0,Other,Patna,Standard,Desktop,Wallet,7,393.93,0,1,0
CUST00190,2022-01-02,,,38.0,M,Pune,Premium,Mobile,Card,0,0.0,0,1,1
CUST00191,2023-04-12,2023-05-31,2024-01-28,43.0,M,Delhi,Premium,Mobile,UPI,4,104.0,0,1,0
CUST00192,2023-02-06,2023-03-19,2024-03-30,31.0,M,Bengaluru,Standard,Mobile,Card,3,67.11,0,1,0
CUST00193,2023-01-09,2023-03-25,2023-03-25,49.0,F,Delhi,Premium,Mobile,NetBanking,1,21.76,1,1,0
CUST00194,2022-03-16,2023-01-09,2024-01-25,45.0,,Delhi,Standard,Desktop,Card,2,62.53,0,1,0
CUST00195,2024-03-12,2024-05-20,2024-06-15,36.0,F,Pune,Basic,Mobile,UPI,2,37.72,0,0,0
CUST00196,2021-04-17,2021-12-10,2024-06-23,28.0,M,Mumbai,Premium,Mobile,UPI,3,123.65,0,1,0
CUST00197,2022-02-21,,,37.0,F,Bengaluru,Basic,Desktop,Wallet,0,0.0,2,1,1
CUST00198,2021-05-24,2022-05-27,2022-12-04,63.0,F,Jaipur,Basic,Mobile,UPI,3,44.47,0,1,0
CUST00199,2022-02-17,2022-11-19,2023-09-24,29.0,M,Pune,Basic,Mobile,UPI,4,116.13,5,1,1
CUST00200,2024-03-15,2024-03-27,2024-06-02,56.0,M,Delhi,Standard,Mobile,NetBanking,3,143.84,0,0,0
CUST00201,2022-03-22,2022-03-25,2023-06-29,,F,Mumbai,Standard,Mobile,UPI,3,74.37,0,1,0
CUST00202,2024-01-10,2024-01-11,2024-06-20,28.0,F,Bengaluru,Standard,Desktop,UPI,9,448.68,1,1,0
CUST00203,2022-08-25,2022-09-13,2023-05-02,31.0,M,Hyderabad,Basic,Desktop,Wallet,3,211.36,1,1,0
CUST00204,2023-05-01,2023-05-25,2023-05-25,49.0,M,Kolkata,Basic,Mobile,UPI,1,50.76,1,0,0
CUST00205,2022-07-11,,,39.0,F,Hyderabad,Basic,Mobile,UPI,0,0.0,1,1,0
CUST00206,2021-11-20,2021-11-25,2024-06-06,54.0,M,Delhi,Basic,Mobile,Card,5,85.8,1,0,0
CUST00207,2023-07-19,2023-09-24,2024-06-28,34.0,M,Chennai,Basic,Desktop,Card,8,290.73,3,1,0
CUST00208,2024-03-24,2024-03-25,2024-06-24,37.0,F,Bengaluru,Basic,Mobile,UPI,5,183.45,1,1,0
CUST00209,2021-11-17,2021-12-11,2024-04-06,34.0,F,Kolkata,Premium,Mobile,Card,7,186.87,0,0,0
CUST00210,2023-08-05,2023-11-17,2024-06-16,62.0,M,Mumbai,Standard,Tablet,Card,3,66.89,0,1,0
CUST00211,2021-11-14,2023-09-22,2024-04-21,25.0,Other,Bengaluru,Basic,Desktop,UPI,2,94.07,2,1,0
CUST00212,2023-05-22,,,32.0,F,Bengaluru,Basic,Desktop,UPI,0,0.0,0,0,1
CUST00213,2023-08-18,2023-10-19,2023-10-19,26.0,M,Hyderabad,Premium,Desktop,Card,1,18.46,0,1,0
CUST00214,2022-07-01,2022-11-20,2024-04-24,45.0,M,Bengaluru,Standard,Mobile,UPI,3,69.34,0,0,0
CUST00215,2023-06-16,2024-03-15,2024-05-19,24.0,,Bengaluru,Standard,Mobile,Card,2,89.23,0,0,0
CUST00216,2021-11-28,2022-06-16,2024-05-30,60.0,F,Pune,Premium,Mobile,Card,3,88.02,1,1,0
CUST00217,2021-04-07,2021-04-30,2024-06-04,39.0,F,Mumbai,Basic,Mobile,Card,4,80.81,1,1,0
CUST00218,2021-04-28,2021-07-06,2023-12-31,43.0,M,Delhi,Basic,Mobile,UPI,5,78.25,0,0,0
CUST00219,2022-06-28,2022-07-17,2024-05-03,44.0,M,Mumbai,Basic,Desktop,UPI,12,408.94,0,0,0
CUST00220,2024-01-03,2024-02-12,2024-03-10,38.0,F,Delhi,Standard,Desktop,NetBanking,2,46.68,0,1,0
CUST00221,2021-06-05,2021-06-06,2023-06-10,,M,Hyderabad,Premium,Mobile,UPI,7,232.35,1,1,0
CUST00222,2022-07-09,2022-10-11,2023-09-25,39.0,F,Delhi,Basic,Desktop,NetBanking,5,274.15,1,1,0
CUST00223,2023-05-07,2023-12-14,2024-06-29,44.0,M,Mumbai,Premium,Mobile,Card,3,163.32,0,1,0
CUST00224,2021-09-04,2023-06-07,2024-02-27,28.0,M,Lucknow,Standard,Mobile,UPI,2,80.08,0,0,0
